-0.35057472 -0.0212766
-0.97126437 -0.68510638
-0.60344828 0.27659574
0.0862069 0.16595744
-0.02873564 0.11489362
0.01149426 0.12340426
-0.97126437 -0.60851064
-0.39655172 0.70212766
-0.33333334 1
-0.25287356 0.92340426
0.84482758 0.05531914
0.40229886 -0.01276596
0.68390804 -0.65957446
0.75862068 -0.99148936
-0.02873564 0.1574468
-0.16666666 -0.37021276
-0.83333333 0.1319149
-0.5229885 0.08085106
-0.4137931 0.4893617
-0.35632184 -0.3787234
-0.65517242 -0.20851064
-0.40229886 -0.00425532
-0.44827586 -0.29361702
-0.04022988 0.06382978
0.12068966 -0.01276596
0.39655172 -0.58297872
0.51724138 -0.46382978
0.4367816 -0.31914894
-0.24137932 -0.69361702
-0.52873564 -0.57446808
-0.51724138 -0.05531914
-0.33908046 0.1319149
0.32183908 0.97446808
-0.1954023 -0.01276596
-0.21264368 0.01276596
-0.21264368 0.03829788
-0.11494252 0.03829788
-0.0862069 0.09787234
-0.1724138 0.08085106
-0.12643678 0.10638298
-0.45402298 0.63404256
-0.8908046 -0.5574468
0.00574712 0.56595744
-0.1954023 -0.14893618
-0.36206896 0.38723404
-0.04597702 -0.17446808
0.34482758 -0.8893617
-0.04597702 0.03829788
-0.3045977 0.06382978
-0.31609196 -0.38723404
0.54022988 0.23404256
1 -0.58297872

